"車","ターミナル内移動","ターミナル宿泊","ユニバーサルデザイン","チェックイン列","セキュリティ","荷物受け取り","セキュリティチェック列","ラグジュアリー","スタッフへの問い合わせ","ショッピング","トランジット","飲み物","言語&案内","電子機器","入国審査列","施設全体","陸上交通","ターミナル間移動","荷物検査","入国審査列2","トイレ","スタッフの役立ちさ","支払い","デザイン","遅延","スタッフの態度"
0.00288184438040346,0.031700288184438,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.406340057636888,0.0893371757925072,0.00288184438040346,0.00288184438040346,0.118155619596542,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.0605187319884726,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.146974063400576,0.00288184438040346,0.00288184438040346,0.0893371757925072,0.00288184438040346
0.00460829493087558,0.0506912442396313,0.00460829493087558,0.00460829493087558,0.0506912442396313,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.788018433179724,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558
0.00564971751412429,0.00564971751412429,0.00564971751412429,0.00564971751412429,0.00564971751412429,0.11864406779661,0.00564971751412429,0.00564971751412429,0.00564971751412429,0.0621468926553672,0.00564971751412429,0.231638418079096,0.0621468926553672,0.344632768361582,0.00564971751412429,0.0621468926553672,0.00564971751412429,0.00564971751412429,0.00564971751412429,0.00564971751412429,0.00564971751412429,0.00564971751412429,0.00564971751412429,0.00564971751412429,0.00564971751412429,0.00564971751412429,0.00564971751412429
0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.444794952681388,0.0662460567823344,0.00315457413249211,0.00315457413249211,0.0347003154574133,0.00315457413249211,0.0977917981072555,0.00315457413249211,0.00315457413249211,0.0977917981072555,0.00315457413249211,0.0662460567823344,0.00315457413249211,0.00315457413249211,0.0347003154574133,0.0977917981072555
0.142857142857143,0.00280112044817927,0.00280112044817927,0.0588235294117647,0.226890756302521,0.00280112044817927,0.00280112044817927,0.00280112044817927,0.00280112044817927,0.00280112044817927,0.00280112044817927,0.030812324929972,0.00280112044817927,0.00280112044817927,0.00280112044817927,0.00280112044817927,0.00280112044817927,0.226890756302521,0.142857142857143,0.00280112044817927,0.00280112044817927,0.00280112044817927,0.00280112044817927,0.030812324929972,0.0868347338935574,0.00280112044817927,0.00280112044817927
0.00636942675159236,0.00636942675159236,0.00636942675159236,0.00636942675159236,0.00636942675159236,0.00636942675159236,0.00636942675159236,0.00636942675159236,0.00636942675159236,0.00636942675159236,0.00636942675159236,0.0700636942675159,0.00636942675159236,0.00636942675159236,0.261146496815287,0.00636942675159236,0.00636942675159236,0.0700636942675159,0.00636942675159236,0.00636942675159236,0.00636942675159236,0.00636942675159236,0.261146496815287,0.00636942675159236,0.197452229299363,0.00636942675159236,0.00636942675159236
0.305389221556886,0.18562874251497,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.0658682634730539,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.0658682634730539,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.18562874251497,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.0658682634730539
0.208121827411167,0.0050761421319797,0.0050761421319797,0.208121827411167,0.0050761421319797,0.0050761421319797,0.0050761421319797,0.0050761421319797,0.0050761421319797,0.258883248730964,0.0050761421319797,0.0558375634517767,0.0558375634517767,0.0050761421319797,0.0050761421319797,0.0050761421319797,0.0050761421319797,0.0050761421319797,0.0050761421319797,0.0050761421319797,0.0050761421319797,0.0050761421319797,0.106598984771574,0.0050761421319797,0.0050761421319797,0.0050761421319797,0.0050761421319797
0.00404858299595142,0.0445344129554656,0.206477732793522,0.00404858299595142,0.0850202429149798,0.0850202429149798,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.246963562753036,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.0850202429149798,0.125506072874494,0.00404858299595142,0.0445344129554656
0.00122399020807834,0.00122399020807834,0.0134638922888617,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.0379436964504284,0.00122399020807834,0.417380660954712,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.282741738066095,0.123623011015912,0.00122399020807834,0.00122399020807834,0.0134638922888617,0.00122399020807834,0.0869033047735618,0.00122399020807834,0.00122399020807834
0.229013854930725,0.000814995925020375,0.0171149144254279,0.000814995925020375,0.19641401792991,0.000814995925020375,0.139364303178484,0.000814995925020375,0.0252648736756316,0.000814995925020375,0.188264058679707,0.000814995925020375,0.000814995925020375,0.000814995925020375,0.000814995925020375,0.000814995925020375,0.000814995925020375,0.0252648736756316,0.0497147514262429,0.0252648736756316,0.000814995925020375,0.000814995925020375,0.000814995925020375,0.0904645476772616,0.000814995925020375,0.000814995925020375,0.000814995925020375
0.00325732899022801,0.133550488599349,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.166123778501629,0.166123778501629,0.00325732899022801,0.0358306188925081,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.100977198697068,0.0684039087947883,0.231270358306189,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.0358306188925081,0.00325732899022801
0.00404858299595142,0.0850202429149798,0.165991902834008,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.0445344129554656,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.449392712550607,0.165991902834008,0.00404858299595142
0.0621468926553672,0.00564971751412429,0.00564971751412429,0.00564971751412429,0.0621468926553672,0.00564971751412429,0.00564971751412429,0.00564971751412429,0.00564971751412429,0.00564971751412429,0.00564971751412429,0.00564971751412429,0.00564971751412429,0.00564971751412429,0.00564971751412429,0.00564971751412429,0.00564971751412429,0.0621468926553672,0.627118644067797,0.00564971751412429,0.00564971751412429,0.00564971751412429,0.0621468926553672,0.00564971751412429,0.00564971751412429,0.00564971751412429,0.00564971751412429
0.00305810397553517,0.00305810397553517,0.00305810397553517,0.00305810397553517,0.00305810397553517,0.00305810397553517,0.00305810397553517,0.00305810397553517,0.00305810397553517,0.00305810397553517,0.00305810397553517,0.0336391437308868,0.00305810397553517,0.0336391437308868,0.00305810397553517,0.00305810397553517,0.00305810397553517,0.00305810397553517,0.186544342507645,0.00305810397553517,0.0336391437308868,0.0642201834862385,0.0336391437308868,0.247706422018349,0.00305810397553517,0.308868501529052,0.00305810397553517
0.012987012987013,0.012987012987013,0.012987012987013,0.142857142857143,0.012987012987013,0.142857142857143,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.142857142857143,0.012987012987013,0.012987012987013,0.012987012987013,0.142857142857143,0.012987012987013,0.012987012987013,0.142857142857143,0.012987012987013
0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.153284671532847,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0802919708029197,0.0072992700729927,0.0072992700729927,0.0802919708029197,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.518248175182482
0.00598802395209581,0.00598802395209581,0.00598802395209581,0.125748502994012,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.0658682634730539,0.00598802395209581,0.00598802395209581,0.0658682634730539,0.0658682634730539,0.425149700598802,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.125748502994012,0.00598802395209581
0.00179533213644524,0.10951526032316,0.00179533213644524,0.00179533213644524,0.10951526032316,0.00179533213644524,0.360861759425494,0.0197486535008977,0.00179533213644524,0.00179533213644524,0.00179533213644524,0.00179533213644524,0.0377019748653501,0.00179533213644524,0.0197486535008977,0.127468581687612,0.00179533213644524,0.00179533213644524,0.00179533213644524,0.00179533213644524,0.00179533213644524,0.0197486535008977,0.163375224416517,0.00179533213644524,0.00179533213644524,0.00179533213644524,0.00179533213644524
0.00440528634361234,0.00440528634361234,0.00440528634361234,0.092511013215859,0.00440528634361234,0.312775330396476,0.136563876651982,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.356828193832599
0.00680272108843537,0.00680272108843537,0.00680272108843537,0.00680272108843537,0.00680272108843537,0.00680272108843537,0.00680272108843537,0.00680272108843537,0.346938775510204,0.00680272108843537,0.210884353741497,0.00680272108843537,0.00680272108843537,0.00680272108843537,0.00680272108843537,0.00680272108843537,0.00680272108843537,0.00680272108843537,0.142857142857143,0.00680272108843537,0.0748299319727891,0.00680272108843537,0.00680272108843537,0.00680272108843537,0.0748299319727891,0.00680272108843537,0.00680272108843537
0.00404858299595142,0.165991902834008,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.0850202429149798,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.287449392712551,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.368421052631579,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142,0.00404858299595142
0.231270358306189,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.296416938110749,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.166123778501629,0.198697068403909,0.00325732899022801,0.00325732899022801,0.0358306188925081,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.00325732899022801
0.0050761421319797,0.0050761421319797,0.309644670050761,0.0050761421319797,0.157360406091371,0.106598984771574,0.157360406091371,0.0050761421319797,0.0050761421319797,0.0050761421319797,0.0050761421319797,0.0558375634517767,0.0050761421319797,0.0050761421319797,0.0050761421319797,0.0050761421319797,0.0050761421319797,0.0050761421319797,0.0050761421319797,0.0050761421319797,0.0050761421319797,0.0050761421319797,0.106598984771574,0.0050761421319797,0.0050761421319797,0.0050761421319797,0.0050761421319797
0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.0484581497797357,0.092511013215859,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.0484581497797357,0.00440528634361234,0.00440528634361234,0.092511013215859,0.00440528634361234,0.00440528634361234,0.180616740088106,0.224669603524229,0.180616740088106,0.00440528634361234,0.00440528634361234,0.0484581497797357,0.00440528634361234
0.147487844408428,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.0826580226904376,0.00162074554294976,0.00162074554294976,0.0502431118314425,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.455429497568882,0.06645056726094,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.147487844408428,0.0178282009724473,0.00162074554294976,0.00162074554294976,0.00162074554294976
0.0178282009724473,0.00162074554294976,0.00162074554294976,0.0340356564019449,0.0178282009724473,0.471636952998379,0.0178282009724473,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.0178282009724473,0.00162074554294976,0.0340356564019449,0.0340356564019449,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.06645056726094,0.147487844408428,0.00162074554294976,0.00162074554294976,0.0178282009724473,0.0988654781199352
0.00288184438040346,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.031700288184438,0.204610951008646,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.406340057636888,0.146974063400576,0.031700288184438,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.031700288184438,0.00288184438040346,0.00288184438040346,0.0893371757925072,0.00288184438040346
0.00336700336700337,0.441077441077441,0.00336700336700337,0.00336700336700337,0.00336700336700337,0.00336700336700337,0.00336700336700337,0.0707070707070707,0.00336700336700337,0.00336700336700337,0.00336700336700337,0.037037037037037,0.00336700336700337,0.00336700336700337,0.00336700336700337,0.00336700336700337,0.00336700336700337,0.306397306397306,0.00336700336700337,0.00336700336700337,0.00336700336700337,0.00336700336700337,0.00336700336700337,0.0707070707070707,0.00336700336700337,0.00336700336700337,0.00336700336700337
0.00272479564032698,0.111716621253406,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.193460490463215,0.220708446866485,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.0844686648501362,0.0299727520435967,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.275204359673024,0.00272479564032698,0.00272479564032698,0.0299727520435967,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698
0.00374531835205993,0.00374531835205993,0.0411985018726592,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.0411985018726592,0.00374531835205993,0.00374531835205993,0.0786516853932584,0.265917602996255,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.116104868913858,0.0411985018726592,0.340823970037453
0.00288184438040346,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.0893371757925072,0.118155619596542,0.031700288184438,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.0893371757925072,0.00288184438040346,0.463976945244957,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.0605187319884726,0.0893371757925072,0.00288184438040346
0.0297029702970297,0.00141442715700141,0.00141442715700141,0.00141442715700141,0.00141442715700141,0.00141442715700141,0.00141442715700141,0.114568599717115,0.057991513437058,0.0155586987270156,0.128712871287129,0.00141442715700141,0.00141442715700141,0.00141442715700141,0.00141442715700141,0.00141442715700141,0.00141442715700141,0.128712871287129,0.0297029702970297,0.0297029702970297,0.00141442715700141,0.00141442715700141,0.00141442715700141,0.00141442715700141,0.284299858557284,0.157001414427157,0.00141442715700141
0.0915619389587073,0.0915619389587073,0.00179533213644524,0.00179533213644524,0.00179533213644524,0.00179533213644524,0.00179533213644524,0.00179533213644524,0.00179533213644524,0.00179533213644524,0.00179533213644524,0.0197486535008977,0.00179533213644524,0.10951526032316,0.00179533213644524,0.00179533213644524,0.00179533213644524,0.468581687612208,0.163375224416517,0.00179533213644524,0.00179533213644524,0.0197486535008977,0.00179533213644524,0.00179533213644524,0.00179533213644524,0.00179533213644524,0.00179533213644524
0.226277372262774,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0802919708029197,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.518248175182482,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927
0.0301850048685492,0.0204479065238559,0.0399221032132425,0.000973709834469328,0.0496592015579357,0.195715676728335,0.000973709834469328,0.000973709834469328,0.000973709834469328,0.185978578383642,0.000973709834469328,0.000973709834469328,0.000973709834469328,0.000973709834469328,0.000973709834469328,0.000973709834469328,0.000973709834469328,0.108081791626095,0.108081791626095,0.0107108081791626,0.000973709834469328,0.000973709834469328,0.000973709834469328,0.0399221032132425,0.000973709834469328,0.195715676728335,0.000973709834469328
0.00421940928270042,0.00421940928270042,0.00421940928270042,0.00421940928270042,0.00421940928270042,0.00421940928270042,0.00421940928270042,0.0886075949367089,0.00421940928270042,0.215189873417722,0.00421940928270042,0.29957805907173,0.00421940928270042,0.00421940928270042,0.00421940928270042,0.00421940928270042,0.00421940928270042,0.0464135021097046,0.0464135021097046,0.00421940928270042,0.00421940928270042,0.00421940928270042,0.00421940928270042,0.00421940928270042,0.0886075949367089,0.130801687763713,0.00421940928270042
0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0802919708029197,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0802919708029197,0.153284671532847,0.0072992700729927,0.0072992700729927,0.226277372262774,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.299270072992701,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927,0.0072992700729927
0.0036101083032491,0.0036101083032491,0.0036101083032491,0.0036101083032491,0.184115523465704,0.0036101083032491,0.256317689530686,0.0036101083032491,0.111913357400722,0.0036101083032491,0.0036101083032491,0.0036101083032491,0.0036101083032491,0.328519855595668,0.0036101083032491,0.0036101083032491,0.0036101083032491,0.0036101083032491,0.0036101083032491,0.0397111913357401,0.0036101083032491,0.0036101083032491,0.0036101083032491,0.0036101083032491,0.0036101083032491,0.0036101083032491,0.0036101083032491
0.00143472022955524,0.0157819225251076,0.00143472022955524,0.0875179340028694,0.00143472022955524,0.116212338593974,0.00143472022955524,0.144906743185079,0.00143472022955524,0.00143472022955524,0.00143472022955524,0.27403156384505,0.00143472022955524,0.00143472022955524,0.03012912482066,0.130559540889527,0.00143472022955524,0.00143472022955524,0.0731707317073171,0.00143472022955524,0.0731707317073171,0.00143472022955524,0.00143472022955524,0.00143472022955524,0.00143472022955524,0.03012912482066,0.00143472022955524
0.00421940928270042,0.00421940928270042,0.00421940928270042,0.00421940928270042,0.00421940928270042,0.215189873417722,0.00421940928270042,0.0464135021097046,0.00421940928270042,0.00421940928270042,0.00421940928270042,0.00421940928270042,0.00421940928270042,0.00421940928270042,0.00421940928270042,0.0464135021097046,0.00421940928270042,0.00421940928270042,0.00421940928270042,0.00421940928270042,0.00421940928270042,0.00421940928270042,0.426160337552743,0.0464135021097046,0.00421940928270042,0.00421940928270042,0.130801687763713
0.00315457413249211,0.129337539432177,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.0662460567823344,0.00315457413249211,0.00315457413249211,0.192429022082019,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.444794952681388,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.0977917981072555,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211
0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.381703470031546,0.00315457413249211,0.0347003154574133,0.0662460567823344,0.00315457413249211,0.129337539432177,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.0347003154574133,0.0347003154574133,0.00315457413249211,0.00315457413249211,0.160883280757098,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.0977917981072555
0.197452229299363,0.00636942675159236,0.00636942675159236,0.00636942675159236,0.00636942675159236,0.00636942675159236,0.0700636942675159,0.00636942675159236,0.00636942675159236,0.00636942675159236,0.00636942675159236,0.133757961783439,0.00636942675159236,0.32484076433121,0.00636942675159236,0.00636942675159236,0.00636942675159236,0.00636942675159236,0.00636942675159236,0.00636942675159236,0.0700636942675159,0.00636942675159236,0.0700636942675159,0.00636942675159236,0.00636942675159236,0.00636942675159236,0.00636942675159236
0.00127064803049555,0.00127064803049555,0.00127064803049555,0.0393900889453621,0.00127064803049555,0.0139771283354511,0.0902160101651842,0.35705209656925,0.00127064803049555,0.0393900889453621,0.00127064803049555,0.0648030495552732,0.00127064803049555,0.0775095298602287,0.00127064803049555,0.00127064803049555,0.00127064803049555,0.00127064803049555,0.115628970775095,0.00127064803049555,0.166454891994917,0.00127064803049555,0.00127064803049555,0.0139771283354511,0.00127064803049555,0.00127064803049555,0.00127064803049555
0.0164917541229385,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.19640179910045,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.0464767616191904,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.166416791604198,0.136431784107946,0.136431784107946,0.00149925037481259,0.00149925037481259,0.0164917541229385,0.241379310344828,0.0164917541229385,0.00149925037481259
